"","Taxa","Locality","Count","Rank","Unit","abndance","taxa"
"369",".Suidae","P48.U1",1,9,"U1",0.75,"Suid"
"370",".Hippopotamidae","P48.U1",1,10,"U1",0.833333333333333,"Hipp"
"371",".Anthracotheriidae","P48.U1",3,11,"U1",0.916666666666667,"Anth"
"372",".Bovidae","P48.U1",5,12,"U1",1,"Bovi"
"373",".Cetacea","P49.U1",0,1,"U1",0.0833333333333333,"Ceta"
"374",".Sirenia","P49.U1",0,2,"U1",0.166666666666667,"Sire"
"375",".Proboscidea","P49.U1",0,3,"U1",0.25,"Prob"
"376",".Rhinocerotidae","P49.U1",0,4,"U1",0.333333333333333,"Rhin"
"377",".Suidae","P49.U1",0,5,"U1",0.416666666666667,"Suid"
"378",".Hippopotamidae","P49.U1",0,6,"U1",0.5,"Hipp"
"379",".Giraffidae","P49.U1",0,7,"U1",0.583333333333333,"Gira"
"380",".Primate","P49.U1",1,8,"U1",0.666666666666667,"Prim"
"381",".Equidae","P49.U1",1,9,"U1",0.75,"Equi"
"382",".Carnivors","P49.U1",3,10,"U1",0.833333333333333,"Carn"
"383",".Anthracotheriidae","P49.U1",8,11,"U1",0.916666666666667,"Anth"
"384",".Bovidae","P49.U1",24,12,"U1",1,"Bovi"
"385",".Cetacea","P5.U1",0,1,"U1",0.0833333333333333,"Ceta"
"386",".Suidae","P5.U1",0,2,"U1",0.166666666666667,"Suid"
"387",".Hippopotamidae","P5.U1",0,3,"U1",0.25,"Hipp"
"388",".Giraffidae","P5.U1",0,4,"U1",0.333333333333333,"Gira"
"389",".Primate","P5.U1",1,5,"U1",0.416666666666667,"Prim"
"390",".Equidae","P5.U1",1,6,"U1",0.5,"Equi"
"391",".Rhinocerotidae","P5.U1",1,7,"U1",0.583333333333333,"Rhin"
"392",".Anthracotheriidae","P5.U1",1,8,"U1",0.666666666666667,"Anth"
"393",".Sirenia","P5.U1",2,9,"U1",0.75,"Sire"
"394",".Carnivors","P5.U1",3,10,"U1",0.833333333333333,"Carn"
"395",".Proboscidea","P5.U1",5,11,"U1",0.916666666666667,"Prob"
"396",".Bovidae","P5.U1",23,12,"U1",1,"Bovi"
"397",".Cetacea","P60.U1",0,1,"U1",0.0833333333333333,"Ceta"
"398",".Sirenia","P60.U1",0,2,"U1",0.166666666666667,"Sire"
"399",".Rhinocerotidae","P60.U1",0,3,"U1",0.25,"Rhin"
"400",".Giraffidae","P60.U1",0,4,"U1",0.333333333333333,"Gira"
"401",".Primate","P60.U1",1,5,"U1",0.416666666666667,"Prim"
"402",".Proboscidea","P60.U1",1,6,"U1",0.5,"Prob"
"403",".Equidae","P60.U1",3,7,"U1",0.583333333333333,"Equi"
"404",".Hippopotamidae","P60.U1",3,8,"U1",0.666666666666667,"Hipp"
"405",".Carnivors","P60.U1",5,9,"U1",0.75,"Carn"
"406",".Suidae","P60.U1",6,10,"U1",0.833333333333333,"Suid"
"407",".Anthracotheriidae","P60.U1",13,11,"U1",0.916666666666667,"Anth"
"408",".Bovidae","P60.U1",32,12,"U1",1,"Bovi"
"409",".Cetacea","P61.U1",0,1,"U1",0.0833333333333333,"Ceta"
"410",".Sirenia","P61.U1",0,2,"U1",0.166666666666667,"Sire"
"411",".Proboscidea","P61.U1",0,3,"U1",0.25,"Prob"
"412",".Giraffidae","P61.U1",0,4,"U1",0.333333333333333,"Gira"
"413",".Rhinocerotidae","P61.U1",1,5,"U1",0.416666666666667,"Rhin"
"414",".Hippopotamidae","P61.U1",2,6,"U1",0.5,"Hipp"
"415",".Primate","P61.U1",3,7,"U1",0.583333333333333,"Prim"
"416",".Carnivors","P61.U1",4,8,"U1",0.666666666666667,"Carn"
"417",".Suidae","P61.U1",4,9,"U1",0.75,"Suid"
"418",".Equidae","P61.U1",6,10,"U1",0.833333333333333,"Equi"
"419",".Anthracotheriidae","P61.U1",12,11,"U1",0.916666666666667,"Anth"
"420",".Bovidae","P61.U1",22,12,"U1",1,"Bovi"
"421",".Primate","P62.U1",0,1,"U1",0.0833333333333333,"Prim"
"422",".Cetacea","P62.U1",0,2,"U1",0.166666666666667,"Ceta"
"423",".Sirenia","P62.U1",0,3,"U1",0.25,"Sire"
"424",".Rhinocerotidae","P62.U1",0,4,"U1",0.333333333333333,"Rhin"
"425",".Suidae","P62.U1",0,5,"U1",0.416666666666667,"Suid"
"426",".Anthracotheriidae","P62.U1",0,6,"U1",0.5,"Anth"
"427",".Giraffidae","P62.U1",1,7,"U1",0.583333333333333,"Gira"
"428",".Proboscidea","P62.U1",2,8,"U1",0.666666666666667,"Prob"
"429",".Equidae","P62.U1",2,9,"U1",0.75,"Equi"
"430",".Carnivors","P62.U1",3,10,"U1",0.833333333333333,"Carn"
"431",".Hippopotamidae","P62.U1",4,11,"U1",0.916666666666667,"Hipp"
"432",".Bovidae","P62.U1",15,12,"U1",1,"Bovi"
"433",".Primate","P63.U1",0,1,"U1",0.0833333333333333,"Prim"
"434",".Cetacea","P63.U1",0,2,"U1",0.166666666666667,"Ceta"
"435",".Sirenia","P63.U1",0,3,"U1",0.25,"Sire"
"436",".Equidae","P63.U1",0,4,"U1",0.333333333333333,"Equi"
"437",".Rhinocerotidae","P63.U1",0,5,"U1",0.416666666666667,"Rhin"
"438",".Hippopotamidae","P63.U1",0,6,"U1",0.5,"Hipp"
"439",".Giraffidae","P63.U1",0,7,"U1",0.583333333333333,"Gira"
"440",".Carnivors","P63.U1",1,8,"U1",0.666666666666667,"Carn"
"441",".Proboscidea","P63.U1",1,9,"U1",0.75,"Prob"
"442",".Suidae","P63.U1",1,10,"U1",0.833333333333333,"Suid"
"443",".Anthracotheriidae","P63.U1",3,11,"U1",0.916666666666667,"Anth"
"444",".Bovidae","P63.U1",29,12,"U1",1,"Bovi"
"445",".Cetacea","P65.U1",0,1,"U1",0.0833333333333333,"Ceta"
"446",".Sirenia","P65.U1",0,2,"U1",0.166666666666667,"Sire"
"447",".Rhinocerotidae","P65.U1",0,3,"U1",0.25,"Rhin"
"448",".Suidae","P65.U1",0,4,"U1",0.333333333333333,"Suid"
"449",".Hippopotamidae","P65.U1",0,5,"U1",0.416666666666667,"Hipp"
"450",".Primate","P65.U1",1,6,"U1",0.5,"Prim"
"451",".Proboscidea","P65.U1",2,7,"U1",0.583333333333333,"Prob"
"452",".Giraffidae","P65.U1",2,8,"U1",0.666666666666667,"Gira"
"453",".Carnivors","P65.U1",3,9,"U1",0.75,"Carn"
"454",".Equidae","P65.U1",5,10,"U1",0.833333333333333,"Equi"
"455",".Anthracotheriidae","P65.U1",14,11,"U1",0.916666666666667,"Anth"
"456",".Bovidae","P65.U1",70,12,"U1",1,"Bovi"
"457",".Primate","P66.T",0,1,"T",0.0833333333333333,"Prim"
"458",".Carnivors","P66.T",0,2,"T",0.166666666666667,"Carn"
"459",".Rhinocerotidae","P66.T",0,3,"T",0.25,"Rhin"
"460",".Suidae","P66.T",0,4,"T",0.333333333333333,"Suid"
"461",".Anthracotheriidae","P66.T",0,5,"T",0.416666666666667,"Anth"
"462",".Hippopotamidae","P66.T",0,6,"T",0.5,"Hipp"
"463",".Proboscidea","P66.T",1,7,"T",0.583333333333333,"Prob"
"464",".Equidae","P66.T",1,8,"T",0.666666666666667,"Equi"
"465",".Giraffidae","P66.T",2,9,"T",0.75,"Gira"
"466",".Bovidae","P66.T",2,10,"T",0.833333333333333,"Bovi"
"467",".Cetacea","P66.T",4,11,"T",0.916666666666667,"Ceta"
"468",".Sirenia","P66.T",29,12,"T",1,"Sire"
"469",".Cetacea","P81.V",0,1,"V",0.0833333333333333,"Ceta"
"470",".Sirenia","P81.V",0,2,"V",0.166666666666667,"Sire"
"471",".Carnivors","P81.V",0,3,"V",0.25,"Carn"
"472",".Proboscidea","P81.V",0,4,"V",0.333333333333333,"Prob"
"473",".Equidae","P81.V",0,5,"V",0.416666666666667,"Equi"
"474",".Rhinocerotidae","P81.V",0,6,"V",0.5,"Rhin"
"475",".Primate","P81.V",1,7,"V",0.583333333333333,"Prim"
"476",".Giraffidae","P81.V",1,8,"V",0.666666666666667,"Gira"
"477",".Suidae","P81.V",4,9,"V",0.75,"Suid"
"478",".Anthracotheriidae","P81.V",11,10,"V",0.833333333333333,"Anth"
"479",".Bovidae","P81.V",13,11,"V",0.916666666666667,"Bovi"
"480",".Hippopotamidae","P81.V",36,12,"V",1,"Hipp"
"481",".Primate","P85.U1",0,1,"U1",0.0833333333333333,"Prim"
"482",".Cetacea","P85.U1",0,2,"U1",0.166666666666667,"Ceta"
"483",".Sirenia","P85.U1",0,3,"U1",0.25,"Sire"
"484",".Rhinocerotidae","P85.U1",0,4,"U1",0.333333333333333,"Rhin"
"485",".Giraffidae","P85.U1",0,5,"U1",0.416666666666667,"Gira"
"486",".Proboscidea","P85.U1",1,6,"U1",0.5,"Prob"
"487",".Suidae","P85.U1",1,7,"U1",0.583333333333333,"Suid"
"488",".Hippopotamidae","P85.U1",1,8,"U1",0.666666666666667,"Hipp"
"489",".Carnivors","P85.U1",2,9,"U1",0.75,"Carn"
"490",".Equidae","P85.U1",3,10,"U1",0.833333333333333,"Equi"
"491",".Anthracotheriidae","P85.U1",3,11,"U1",0.916666666666667,"Anth"
"492",".Bovidae","P85.U1",15,12,"U1",1,"Bovi"
"493",".Primate","P86.U1",0,1,"U1",0.0833333333333333,"Prim"
"494",".Cetacea","P86.U1",0,2,"U1",0.166666666666667,"Ceta"
"495",".Sirenia","P86.U1",0,3,"U1",0.25,"Sire"
"496",".Proboscidea","P86.U1",0,4,"U1",0.333333333333333,"Prob"
"497",".Rhinocerotidae","P86.U1",0,5,"U1",0.416666666666667,"Rhin"
"498",".Hippopotamidae","P86.U1",0,6,"U1",0.5,"Hipp"
"499",".Giraffidae","P86.U1",0,7,"U1",0.583333333333333,"Gira"
"500",".Carnivors","P86.U1",1,8,"U1",0.666666666666667,"Carn"
"501",".Equidae","P86.U1",1,9,"U1",0.75,"Equi"
"502",".Suidae","P86.U1",1,10,"U1",0.833333333333333,"Suid"
"503",".Bovidae","P86.U1",4,11,"U1",0.916666666666667,"Bovi"
"504",".Anthracotheriidae","P86.U1",6,12,"U1",1,"Anth"
"505",".Cetacea","P87.U1",0,1,"U1",0.0833333333333333,"Ceta"
"506",".Sirenia","P87.U1",0,2,"U1",0.166666666666667,"Sire"
"507",".Rhinocerotidae","P87.U1",0,3,"U1",0.25,"Rhin"
"508",".Suidae","P87.U1",0,4,"U1",0.333333333333333,"Suid"
"509",".Anthracotheriidae","P87.U1",0,5,"U1",0.416666666666667,"Anth"
"510",".Hippopotamidae","P87.U1",0,6,"U1",0.5,"Hipp"
"511",".Giraffidae","P87.U1",0,7,"U1",0.583333333333333,"Gira"
"512",".Carnivors","P87.U1",1,8,"U1",0.666666666666667,"Carn"
"513",".Equidae","P87.U1",1,9,"U1",0.75,"Equi"
"514",".Primate","P87.U1",3,10,"U1",0.833333333333333,"Prim"
"515",".Bovidae","P87.U1",6,11,"U1",0.916666666666667,"Bovi"
"516",".Proboscidea","P87.U1",97,12,"U1",1,"Prob"
"517",".Cetacea","P90.V",0,1,"V",0.0833333333333333,"Ceta"
"518",".Sirenia","P90.V",0,2,"V",0.166666666666667,"Sire"
"519",".Proboscidea","P90.V",0,3,"V",0.25,"Prob"
"520",".Equidae","P90.V",0,4,"V",0.333333333333333,"Equi"
"521",".Rhinocerotidae","P90.V",0,5,"V",0.416666666666667,"Rhin"
"522",".Suidae","P90.V",0,6,"V",0.5,"Suid"
"523",".Hippopotamidae","P90.V",0,7,"V",0.583333333333333,"Hipp"
"524",".Giraffidae","P90.V",0,8,"V",0.666666666666667,"Gira"
"525",".Primate","P90.V",1,9,"V",0.75,"Prim"
"526",".Carnivors","P90.V",1,10,"V",0.833333333333333,"Carn"
"527",".Anthracotheriidae","P90.V",1,11,"V",0.916666666666667,"Anth"
"528",".Bovidae","P90.V",9,12,"V",1,"Bovi"
"529",".Cetacea","P99.U1",0,1,"U1",0.0833333333333333,"Ceta"
"530",".Sirenia","P99.U1",0,2,"U1",0.166666666666667,"Sire"
"531",".Rhinocerotidae","P99.U1",0,3,"U1",0.25,"Rhin"
"532",".Giraffidae","P99.U1",0,4,"U1",0.333333333333333,"Gira"
"533",".Primate","P99.U1",1,5,"U1",0.416666666666667,"Prim"
"534",".Proboscidea","P99.U1",3,6,"U1",0.5,"Prob"
"535",".Suidae","P99.U1",3,7,"U1",0.583333333333333,"Suid"
"536",".Carnivors","P99.U1",5,8,"U1",0.666666666666667,"Carn"
"537",".Hippopotamidae","P99.U1",7,9,"U1",0.75,"Hipp"
"538",".Equidae","P99.U1",13,10,"U1",0.833333333333333,"Equi"
"539",".Anthracotheriidae","P99.U1",28,11,"U1",0.916666666666667,"Anth"
"540",".Bovidae","P99.U1",39,12,"U1",1,"Bovi"
